broad_sample	broad_id	pert_iname	InChIKey14	moa	target	broad_date	clinical_phase	alternative_moa	alternative_target
BRD-K35775715-001-03-1	BRD-K35775715	liranaftate	VPHPQNGOVQYUMG	fungal squalene epoxidase inhibitor		broad_id_20170327	Launched		
BRD-K35960502-001-20-0	BRD-K35960502	niclosamide	RJMUSRYZPJIFPJ	DNA replication inhibitor|STAT inhibitor	STAT3	broad_id_20170327	Launched		
BRD-K36269323-300-02-6	BRD-K36269323	asymmetrical-dimethylarginine	YDGMGEXADBMOMJ	nitric oxide synthase inhibitor	NOS2|NOS3	broad_id_20170327	Phase 1		
BRD-K36270037-001-01-7	BRD-K36270037	esculin	XHCADAYNFIFUHF	antioxidant		broad_id_20170327	Phase 1		
BRD-K36280065-048-01-2	BRD-K36280065	tofacitinib	UJLAWZDWDVHWOW	JAK inhibitor	JAK1|JAK2|JAK3	broad_id_20170327	Launched		
BRD-K36324071-363-01-3	BRD-K36324071								
BRD-K36386086-001-01-1	BRD-K36386086	dolutegravir	RHWKPHLQXYSBKR	HIV integrase inhibitor	CYP3A4|CYP3A5|CYP3A7|POU2F2|UGT1A1	broad_id_20170327	Launched		
BRD-K36467523-001-02-8	BRD-K36467523	bindarit	MTHORRSSURHQPZ	NFkB pathway inhibitor	CCL2|CCL7|CCL8	broad_id_20170327	Phase 2		
BRD-K36627727-001-05-4	BRD-K36627727	tamibarotene	MUTNCGKQJGXKEM	retinoid receptor agonist	RARA|RARB	broad_id_20170327	Launched		
BRD-K36680103-001-01-6	BRD-K36680103	omecamtiv-mecarbil	RFUBTTPMWSKEIW	cardiac myosin activator	MYBPC3	broad_id_20170327	Phase 3		
BRD-K36732695-001-01-9	BRD-K36732695	setiptiline	GVPIXRLYKVFFMK	adrenergic receptor antagonist	HRH1|HTR2A|HTR2C	broad_id_20170327	Launched		
BRD-K36740062-001-06-6	BRD-K36740062	GSK1070916	QTBWCSQGBMPECM	Aurora kinase inhibitor	AURKA|AURKB|AURKC|CYP2D6|CYP3A4	broad_id_20170327	Phase 1		
BRD-K36862742-001-25-6	BRD-K36862742	hydroflumethiazide	DMDGGSIALPNSEE	sodium/potassium/chloride transporter inhibitor	ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A1|SLC12A3	broad_id_20170327	Launched		
BRD-K36927236-001-32-6	BRD-K36927236	glyburide	ZNNLBTZKUZBEKO	ATP channel blocker|insulin secretagogue|sulfonylurea	ABCA1|ABCB11|ABCC8|ABCC9|CFTR|CPT1A|KCNJ1|KCNJ11|KCNJ5|KCNJ8|SLCO2B1	broad_id_20170327	Launched		
BRD-K36970462-001-01-6	BRD-K36970462	tonabersat	XLIIRNOPGJTBJD	gap junction modulator|nitric oxide production inhibitor		broad_id_20170327	Phase 2		
BRD-K37111771-300-02-6	BRD-K37111771	trientine	VILCJCGEZXAXTO	chelating agent	CA14	broad_id_20170327	Launched		
BRD-K37289225-001-36-4	BRD-K37289225	clozapine	QZUDBNBUXVUHMW	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7	broad_id_20170327	Launched		
BRD-K37355418-236-01-6	BRD-K37355418	efaproxiral	BNFRJXLZYUTIII	hemoglobin oxygen release stimulant	HBA1|HBB	broad_id_20170327	Phase 3		
BRD-K37385792-003-02-1	BRD-K37385792	conivaptan	IKENVDNFQMCRTR	vasopressin receptor antagonist	AVPR1A|AVPR2	broad_id_20170327	Launched		
BRD-K37516142-001-10-5	BRD-K37516142	idebenone	JGPMMRGNQUBGND	calcium channel modulator		broad_id_20170327	Launched		
BRD-K37561857-001-15-5	BRD-K37561857	zardaverine	HJMQDJPMQIHLPB	phosphodiesterase inhibitor	PDE4D	broad_id_20170327	Phase 2		
BRD-K37590257-001-02-8	BRD-K37590257	GSK256066	JFHROPTYMMSOLG	phosphodiesterase inhibitor	PDE4A	broad_id_20170327	Phase 2		
BRD-K37687095-001-06-9	BRD-K37687095	AZD8330	RWEVIPRMPFNTLO	MEK inhibitor	MAP3K1	broad_id_20170327	Phase 1		
BRD-K37694030-003-12-7	BRD-K37694030	doxepin	ODQWQRRAPPTVAG	histamine receptor antagonist	HRH1|SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K37714784-305-02-1	BRD-K37714784	ABT-724	FRPJGTNLZNXQEX	dopamine receptor agonist	DRD4	broad_id_20170327	Phase 2		
BRD-K37764012-001-04-1	BRD-K37764012	PF-03758309	AYCPARAPKDAOEN	p21 activated kinase inhibitor	PAK4	broad_id_20170327	Phase 1		
BRD-K37846922-001-09-4	BRD-K37846922	3,3'-diindolylmethane	VFTRKSBEFQDZKX	CHK inhibitor|cytochrome P450 activator|indoleamine 2,3-dioxygenase inhibitor	AR|HIF1A|IFNG|PI3	broad_id_20170327	Phase 3		
BRD-K37872686-003-01-9	BRD-K37872686	tirofiban	COKMIXFXJJXBQG	platelet aggregation inhibitor|structural glycoprotein antagonist	ITGA2B|ITGB3	broad_id_20170327	Launched		
BRD-K37890730-001-15-1	BRD-K37890730	camptothecin	VSJKWCGYPAHWDS	topoisomerase inhibitor	TOP1	broad_id_20170327	Phase 3		
BRD-K37991163-003-13-4	BRD-K37991163	paroxetine	AHOUBRCZNHFOSL	selective serotonin reuptake inhibitor (SSRI)	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2A|SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K38183498-001-02-0	BRD-K38183498		DGBIGWXXNGSACT			broad_id_20170327			
BRD-K38197229-001-29-9	BRD-K38197229	bumetanide	MAEIEVLCKWDQJH	solute carrier family member inhibitor	CFTR|GPR35|SLC12A1|SLC12A2|SLC12A4|SLC12A5	broad_id_20170327	Launched		
BRD-K38287497-001-01-2	BRD-K38287497	narlaprevir	RICZEKWVNZFTNZ	HCV inhibitor		broad_id_20170327	Phase 3		
BRD-K38436528-003-26-1	BRD-K38436528	imipramine	BCGWQEUPMDMJNV	norepinephrine reputake inhibitor|serotonin reuptake inhibitor	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched		
BRD-K38473998-001-02-0	BRD-K38473998	cilomilast	CFBUZOUXXHZCFB	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4D	broad_id_20170327	Phase 3		
BRD-K38744518-001-01-7	BRD-K38744518	betulinic-acid	QGJZLNKBHJESQX	apoptosis stimulant|NFkB pathway inhibitor	GPBAR1	broad_id_20170327	Phase 1/Phase 2		
BRD-K38852836-001-02-1	BRD-K38852836	ganetespib	RVAQIUULWULRNW	HSP inhibitor	HSP90AA1	broad_id_20170327	Phase 3		
BRD-K38868394-001-01-3	BRD-K38868394	MK-0773	GBEUKTWTUSPHEE	androgen receptor modulator	AR	broad_id_20170327	Phase 2		
BRD-K39252998-003-01-5	BRD-K39252998	atipamezole	HSWPZIDYAHLZDD	adrenergic receptor antagonist		broad_id_20170327	Launched		
BRD-K39339537-001-21-0	BRD-K39339537	epirizole	RHAXSHUQNIEUEY	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K39503511-001-03-9	BRD-K39503511	quiflapon	NZOONKHCNQFYCI	leukotriene synthesis inhibitor	ALOX5|ALOX5AP	broad_id_20170327	Phase 2		
BRD-K39974922-001-04-3	BRD-K39974922	lenvatinib	WOSKHXYHFSIKNG	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	FLT4|KDR	broad_id_20170327	Launched		
BRD-K40175214-001-11-6	BRD-K40175214	torin-1	AKCRNFFTGXBONI	mTOR inhibitor	MTOR	broad_id_20170327	Preclinical		
BRD-K40227168-001-12-9	BRD-K40227168	vinburnine	WYJAPUKIYAZSEM	adrenergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	broad_id_20170327	Launched		
BRD-K40718343-001-02-6	BRD-K40718343	AEE788	OONFNUWBHFSNBT	EGFR inhibitor|VEGFR inhibitor	EGFR|ERBB2|ERBB4|FGFR2|FGFR3|KDR	broad_id_20170327	Phase 1/Phase 2		
BRD-K40738845-001-05-0	BRD-K40738845	BMS-777607	VNBRGSXVFBYQNN	AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor	AXL|MERTK|MET|MST1R|TYRO3	broad_id_20170327	Phase 1/Phase 2		
BRD-K40758068-001-08-2	BRD-K40758068	efavirenz	XPOQHMRABVBWPR	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4	broad_id_20170327	Launched		
BRD-K40797222-001-01-8	BRD-K40797222	SC-12267	XPRDUGXOWVXZLL	dihydroorotate dehydrogenase inhibitor	IL17A	broad_id_20170327	Phase 2		
BRD-K40870905-001-01-7	BRD-K40870905	CT-7758	KYHVWHYLKOHLKA	integrin antagonist	ITGA4	broad_id_20170327	Phase 2		
BRD-K41160163-001-06-8	BRD-K41160163	fenobam	DWPQODZAOSWNHB	glutamate receptor antagonist	GRM5	broad_id_20170327	Phase 2		
BRD-K41170226-001-13-8	BRD-K41170226	deoxycholic-acid	KXGVEGMKQFWNSR	biliverdin reductase A activator|G protein-coupled receptor agonist	FPR1|GPBAR1	broad_id_20170327	Launched		
BRD-K41185545-001-02-3	BRD-K41185545	ambrisentan	OUJTZYPIHDYQMC	endothelin receptor antagonist	EDNRA|EDNRB	broad_id_20170327	Launched		
BRD-K41213548-001-02-0	BRD-K41213548	KW-2478	VFUXSYAXEKYYMB	HSP inhibitor		broad_id_20170327	Phase 1/Phase 2		
BRD-K41260949-236-16-8	BRD-K41260949	valproic-acid	NIJJYAXOARWZEE	benzodiazepine receptor agonist|HDAC inhibitor	ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K41410256-304-02-2	BRD-K41410256	balsalazide	IPOKCKJONYRRHP	cyclooxygenase inhibitor	ALOX5|PPARG|PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K41434598-003-01-9	BRD-K41434598	ORG-9768	JOLKQWPKJFRPOU	adrenergic receptor antagonist	ADRA2A	broad_id_20170327	Phase 1		
BRD-K41438959-001-01-7	BRD-K41438959		PRMWGUBFXWROHD			broad_id_20170327			
BRD-K41524689-001-23-5	BRD-K41524689	paracetamol	RZVAJINKPMORJF	cyclooxygenase inhibitor	FAAH|PTGS1|PTGS2|TRPV1	broad_id_20170327	Launched		
BRD-K41599323-001-02-3	BRD-K41599323	lonafarnib	DHMTURDWPRKSOA	farnesyltransferase inhibitor	FNTA|HRAS|KRAS|NRAS	broad_id_20170327	Phase 3		
BRD-K41708980-001-01-6	BRD-K41708980	triamcinolone-acetonide	YNDXUCZADRHECN	glucocorticoid receptor agonist|immunosuppressant	NR3C1|SERPINA6	broad_id_20170327	Launched		
BRD-K41731458-001-15-1	BRD-K41731458	triclosan	XEFQLINVKFYRCS	antibacterial agent	DNMT1	broad_id_20170327	Launched		
BRD-K41772907-001-01-2	BRD-K41772907	tolimidone	HJQILFPVRNHTIG	SRC activator	LYN|SRC	broad_id_20170327	Phase 2		
BRD-K41783120-001-02-8	BRD-K41783120	STA-5326	HSKAZIJJKRAJAV	interleukin synthesis inhibitor	IL12A	broad_id_20170327	Phase 2		
BRD-K41895714-001-01-4	BRD-K41895714								
BRD-K41996876-001-06-3	BRD-K41996876								
BRD-K42098891-003-20-5	BRD-K42098891	protriptyline	BWPIARFWQZKAIA	tricyclic antidepressant	SLC6A2|SLC6A4	broad_id_20170327	Launched		
BRD-K42191735-001-05-3	BRD-K42191735	buparlisib	CWHUFRVAEUJCEF	PI3K inhibitor	PIK3CA|PIK3CG	broad_id_20170327	Phase 3		
BRD-K42348709-003-13-1	BRD-K42348709	cyclobenzaprine	JURKNVYFZMSNLP	adrenergic receptor agonist|serotonin receptor agonist	HTR2A	broad_id_20170327	Launched		
BRD-K42352790-001-05-3	BRD-K42352790	anandamide	LGEQQWMQCRIYKG	cannabinoid receptor agonist	CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1	broad_id_20170327	Phase 2		
BRD-K42417338-045-01-9	BRD-K42417338		IFKLAQQSCNILHL			broad_id_20170327			
BRD-K42495768-001-01-7	BRD-K42495768	tasisulam	WWONFUQGBVOKOF	apoptosis stimulant		broad_id_20170327	Phase 3		
BRD-K42679050-001-02-1	BRD-K42679050	Y-27152	RHFUXPCCELGMFC	potassium channel activator	KCNJ8	broad_id_20170327	Phase 1		
BRD-K42805893-001-04-9	BRD-K42805893	osimertinib	DUYJMQONPNNFPI	EGFR inhibitor	EGFR	broad_id_20170327	Launched		
BRD-K42898655-001-01-8	BRD-K42898655	temsirolimus	CBPNZQVSJQDFBE	mTOR inhibitor	MTOR	broad_id_20170327	Launched		
BRD-K42948882-305-01-1	BRD-K42948882	AMD11070	WVLHHLRVNDMIAR	CC chemokine receptor antagonist	CCR5|CXCR4	broad_id_20170327	Phase 3		
BRD-K42981054-001-01-9	BRD-K42981054	mibampator	ULRDYYKSPCRXAJ	glutamate receptor modulator	GRIA1	broad_id_20170327	Phase 2		
BRD-K43002771-034-01-6	BRD-K43002771	SR-33805	GCVFQRRBTCHIPK	calcium channel blocker		broad_id_20170327	Phase 1		
BRD-K43164539-001-11-5	BRD-K43164539	cholic-acid	BHQCQFFYRZLCQQ	bile acid	ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B	broad_id_20170327	Launched		
BRD-K43410529-001-02-3	BRD-K43410529	MLN2480	VWMJHAFYPMOMGF	RAF inhibitor		broad_id_20170327	Phase 1/Phase 2		
BRD-K43457670-001-27-8	BRD-K43457670	acetazolamide	BZKPWHYZMXOIDC	carbonic anhydrase inhibitor	AQP1|CA1|CA12|CA14|CA2|CA3|CA4|CA7	broad_id_20170327	Launched		
BRD-K43578482-001-01-4	BRD-K43578482	defactinib	FWLMVFUGMHIOAA	focal adhesion kinase inhibitor	PTK2	broad_id_20170327	Phase 2		
BRD-K43586850-001-02-9	BRD-K43586850	lacidipine	GKQPCPXONLDCMU	calcium channel blocker	CACNA1C	broad_id_20170327	Launched		
BRD-K43723251-001-01-5	BRD-K43723251	chenodeoxycholic-acid	RUDATBOHQWOJDD	11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	HSD11B1|NR1H4	broad_id_20170327	Launched	nuclear factor erythroid derived|like (NRF2) activator	AKR1C2|NR1H4
BRD-K43797669-001-30-4	BRD-K43797669	genistein	TZBJGXHYKVUXJN	tyrosine kinase inhibitor	CFTR|ESR1|ESR2|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5	broad_id_20170327	Phase 2/Phase 3		
BRD-K43802723-340-01-9	BRD-K43802723	AMG-837	ZOPNBMMVVZRSGH	free fatty acid receptor agonist	FFAR1	broad_id_20170327	Phase 1		
BRD-K43806473-066-02-1	BRD-K43806473	camostat-mesilate	XASIMHXSUQUHLV	protease inhibitor	PRSS1	broad_id_20170327	Launched		
BRD-K43887077-003-26-3	BRD-K43887077	dopamine	VYFYYTLLBUKUHU	dopamine receptor agonist	DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR7|SLC6A2|SLC6A3|SLC6A4	broad_id_20170327	Launched		
BRD-K43966364-237-04-8	BRD-K43966364	penicillin-v-potassium	BPLBGHOLXOTWMN	bacterial cell wall synthesis inhibitor		broad_id_20170327	Launched		
BRD-K44273375-001-25-0	BRD-K44273375	tolnaftate	FUSNMLFNXJSCDI	fungal squalene epoxidase inhibitor		broad_id_20170327	Launched		
BRD-K44309363-003-02-1	BRD-K44309363	dexniguldipine	SVJMLYUFVDMUHP	calmodulin antagonist	ADORA3	broad_id_20170327	Phase 2	adrenergic receptor antagonist	ADRA1A
BRD-K44353683-001-08-3	BRD-K44353683	nateglinide	OELFLUMRDSZNSF	insulin secretagogue	ABCC8|KCNJ10|KCNJ11|PPARG	broad_id_20170327	Launched		
BRD-K44366189-001-01-9	BRD-K44366189	anacetrapib	MZZLGJHLQGUVPN	cholesteryl ester transfer protein inhibitor	CETP	broad_id_20170327	Phase 3		
BRD-K44408410-001-17-6	BRD-K44408410	2-methoxyestradiol	CQOQDQWUFQDJMK	hypoxia inducible factor inhibitor	COMT|CYP19A1|CYP1A1|CYP1B1|HIF1A|TUBB	broad_id_20170327	Phase 2		
BRD-K44442813-001-12-9	BRD-K44442813	pidotimod	UUTKICFRNVKFRG	interferon receptor agonist|interleukin receptor agonist		broad_id_20170327	Launched		
BRD-K44771174-066-01-0	BRD-K44771174	ibutamoren	UMUPQWIGCOZEOY	growth hormone secretagogue receptor agonist	GHR|GHSR	broad_id_20170327	Phase 2		
BRD-K44827188-001-06-0	BRD-K44827188	vismodegib	BPQMGSKTAYIVFO	hedgehog pathway inhibitor|smoothened receptor antagonist	SMO	broad_id_20170327	Launched		
BRD-K44844162-001-01-6	BRD-K44844162	taselisib	BEUQXVWXFDOSAQ	PI3K inhibitor	PIK3CA	broad_id_20170327	Phase 3		
BRD-K44876623-001-03-7	BRD-K44876623		ZAFYATHCZYHLPB			broad_id_20170327			
BRD-K44942188-001-09-1	BRD-K44942188	fomocaine	CVHGCWVMTZWGAY	voltage-gated sodium channel modulator		broad_id_20170327	Launched		
BRD-K44974079-001-01-3	BRD-K44974079	ticagrelor	OEKWJQXRCDYSHL	purinergic receptor antagonist	P2RY12	broad_id_20170327	Launched		
BRD-K45033733-001-12-2	BRD-K45033733	famciclovir	GGXKWVWZWMLJEH	DNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-K45071273-003-25-6	BRD-K45071273	tetracaine	GKCBAIGFKIBETG	membrane integrity inhibitor	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K45117373-001-02-9	BRD-K45117373	Y-26763	IWTCFIIOUXJOOV	potassium channel activator	KCNJ8	broad_id_20170327	Phase 1		
BRD-K45152786-001-08-4	BRD-K45152786	merbarone	GFYRZTLCYQQVHZ	topoisomerase inhibitor	TOP2A	broad_id_20200324	Phase 2		
BRD-K45158365-001-11-4	BRD-K45158365	valsartan	ACWBQPMHZXGDFX	angiotensin receptor antagonist	AGTR1	broad_id_20170327	Launched		
BRD-K45168550-001-01-9	BRD-K45168550	SB-756050	GJUFPAZNBPFNRI	G protein-coupled receptor agonist	GPBAR1	broad_id_20170327	Phase 1		
BRD-K45245728-335-01-4	BRD-K45245728	ursodeoxycholyltaurine	BHTRKEVKTKCXOH	cholesterol inhibitor		broad_id_20170327	Phase 3		
BRD-K45252063-001-13-6	BRD-K45252063	clofibrate	KNHUKKLJHYUCFP	PPAR receptor agonist	LPL|PPARA	broad_id_20170327	Launched		
BRD-K45275534-001-01-3	BRD-K45275534	betrixaban	XHOLNRLADUSQLD	coagulation factor inhibitor	KCNH2	broad_id_20170327	Launched		
BRD-K45330754-001-21-7	BRD-K45330754	diethylstilbestrol	RGLYKWWBQGJZGM	estrogen receptor agonist	ESR1|ESR2|ESRRB|ESRRG	broad_id_20170327	Withdrawn		
BRD-K45503887-001-01-1	BRD-K45503887	delivert	CZGUSIXMZVURDU	angiotensin receptor agonist	AGTR1|AGTR2	broad_id_20170327	Launched		
BRD-K45542189-048-22-1	BRD-K45542189	diethylcarbamazine	RCKMWOKWVGPNJF	lipoxygenase inhibitor	ALOX5|PTGS1	broad_id_20170327	Launched		
BRD-K45746021-003-01-9	BRD-K45746021	CC-401	XDJCLCLBSGGNKS	JNK inhibitor	MAPK8	broad_id_20170327	Phase 1		
BRD-K45875383-001-01-2	BRD-K45875383	XBD173	NBMBIEOUVBHEBM	benzodiazepine receptor ligand	TSPO	broad_id_20170327	Phase 2		
BRD-K45924332-001-16-8	BRD-K45924332	amrinone	RNLQIBCLLYYYFJ	phosphodiesterase inhibitor	PDE3A|PDE3B|PDE4B|TNF	broad_id_20170327	Launched		
BRD-K46018455-001-27-6	BRD-K46018455	bezafibrate	IIBYAHWJQTYFKB	PPAR receptor agonist	PPARA|PPARD|PPARG	broad_id_20170327	Launched		
BRD-K46133855-304-03-8	BRD-K46133855	NXY-059	OVTCHWSLKGENKP	free radical scavenger		broad_id_20170327	Phase 3		
BRD-K46290096-001-01-1	BRD-K46290096	preladenant	DTYWJKSSUANMHD	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3	broad_id_20170327	Phase 3		
BRD-K46386702-001-02-1	BRD-K46386702	ARRY-334543	UWXSAYUXVSFDBQ	EGFR inhibitor	ERBB2	broad_id_20170327	Phase 2/Phase 3		
BRD-K46424862-001-14-1	BRD-K46424862	hymecromone	HSHNITRMYYLLCV	monoamine oxidase inhibitor	MAOA|MAOB	broad_id_20170327	Phase 2		
BRD-K46604138-001-01-3	BRD-K46604138	dapagliflozin	JVHXJTBJCFBINQ	sodium/glucose cotransporter inhibitor	SLC5A1|SLC5A2	broad_id_20170327	Launched		
BRD-K46654563-238-01-0	BRD-K46654563	zofenopril-calcium	IAIDUHCBNLFXEF	angiotensin converting enzyme inhibitor	ACE	broad_id_20170327	Launched		
BRD-K46692793-004-01-8	BRD-K46692793	umeclidinium	FVTWTVQXNAJTQP	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3	broad_id_20170327	Launched		
BRD-K46839850-050-04-2	BRD-K46839850	cinepazide	RCUDFXMNPQNBDU	calcium channel activator		broad_id_20170327	Withdrawn		
BRD-K46937689-001-15-0	BRD-K46937689	phenazone	VEQOALNAAJBPNY	cyclooxygenase inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K46970505-003-01-9	BRD-K46970505	cefozopran	QDUIJCOKQCCXQY	bacterial cell wall synthesis inhibitor		broad_id_20170327	Launched		
BRD-K47000838-001-01-6	BRD-K47000838	cytochalasin-B	GBOGMAARMMDZGR	microtubule inhibitor	ACTB	broad_id_20170327	Phase 2		
BRD-K47095176-001-01-6	BRD-K47095176	talnetant	BIAVGWDGIJKWRM	tachykinin antagonist	TACR2|TACR3	broad_id_20170327	Phase 2		
BRD-K47539947-001-03-7	BRD-K47539947	tetradecylthioacetic-acid	IPBCWPPBAWQYOO	lipid peroxidase inhibitor		broad_id_20170327	Phase 2		
BRD-K47554101-001-01-2	BRD-K47554101	eperezolid	SIMWTRCFFSTNMG	bacterial 30S ribosomal subunit inhibitor		broad_id_20170327	Phase 1		
BRD-K47639036-003-06-6	BRD-K47639036	flavoxate	SPIUTQOUKAMGCX	acetylcholine receptor antagonist	CHRM1|CHRM2	broad_id_20170327	Launched		
BRD-K47642186-001-01-3	BRD-K47642186	piclamilast	RRRUXBQSQLKHEL	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D	broad_id_20170327	Phase 2		
BRD-K47780086-001-07-9	BRD-K47780086	penciclovir	JNTOCHDNEULJHD	DNA directed DNA polymerase inhibitor		broad_id_20170327	Launched		
BRD-K47869605-001-32-0	BRD-K47869605	podophyllotoxin	YJGVMLPVUAXIQN	microtubule inhibitor|tubulin polymerization inhibitor	IGF1R|TOP2A|TUBA4A|TUBB	broad_id_20170327	Launched		
BRD-K47936004-003-11-4	BRD-K47936004	piribedil	OQDPVLVUJFGPGQ	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B	broad_id_20170327	Launched		
BRD-K47976015-001-01-2	BRD-K47976015	balapiravir	VKXWOLCNTHXCLF	RNA polymerase inhibitor		broad_id_20170327	Phase 2		
BRD-K48068743-001-01-6	BRD-K48068743	teneligliptin	WGRQANOPCQRCME	dipeptidyl peptidase inhibitor	DPP4	broad_id_20170327	Launched		
BRD-K48168960-001-19-2	BRD-K48168960	propylthiouracil	KNAHARQHSZJURB	thyroid peroxidase inhibitor	DIO1|TPO	broad_id_20170327	Launched		
BRD-K48195801-001-01-6	BRD-K48195801	tecastemizole	SFOVDSLXFUGAIV	histamine receptor antagonist	KCNH2	broad_id_20170327	Phase 3		
BRD-K48213016-001-01-8	BRD-K48213016	CC-930	IBGLGMOPHJQDJB	JNK inhibitor		broad_id_20170327	Phase 2		
BRD-K48300629-001-14-5	BRD-K48300629	zonisamide	UBQNRHZMVUUOMG	sodium channel blocker|T-type calcium channel blocker	CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A	broad_id_20170327	Launched		
BRD-K48367671-001-05-9	BRD-K48367671	febuxostat	BQSJTQLCZDPROO	xanthine oxidase inhibitor	XDH	broad_id_20170327	Launched		
BRD-K48461310-234-01-3	BRD-K48461310	fosfomycin	YMDXZJFXQJVXBF	bacterial cell wall synthesis inhibitor		broad_id_20170327	Launched		
BRD-K48578705-001-16-8	BRD-K48578705	methyldopa	CJCSPKMFHVPWAR	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C|DDC	broad_id_20170327	Launched		
BRD-K48722258-300-10-2	BRD-K48722258	dilazep	QVZCXCJXTMIDME	adenosine reuptake inhibitor	SLC29A1	broad_id_20170327	Launched		
BRD-K48812570-001-02-3	BRD-K48812570	macitentan	JGCMEBMXRHSZKX	endothelin receptor antagonist	EDNRA|EDNRB	broad_id_20170327	Launched		
BRD-K48892307-001-04-1	BRD-K48892307	sasapyrine	WVYADZUPLLSGPU	NFkB pathway inhibitor	PTGS1|PTGS2	broad_id_20170327	Launched		
BRD-K48894757-001-01-8	BRD-K48894757	laropiprant	NXFFJDQHYLNEJK	prostanoid receptor antagonist	PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGFR|PTGIR|TBXA2R	broad_id_20170327	Launched		
BRD-K49075727-001-08-5	BRD-K49075727	nintedanib	XZXHXSATPCNXJR	FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB	broad_id_20170327	Launched		
BRD-K49111258-003-29-7	BRD-K49111258	prazosin	IENZQIKPVFGBNW	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7	broad_id_20170327	Launched		
BRD-K49215523-001-04-2	BRD-K49215523	GSK2636771	XTKLTGBKIDQGQL	PI3K inhibitor	PIK3CB	broad_id_20170327	Phase 2		
