pert_id	pert_iname	moa	target
BRD-A43435802	mercaptosuccinic-acid		
BRD-K04466929	Merck60	HDAC inhibitor	HDAC1|HDAC2
BRD-K69726595	mericitabine	HCV inhibitor	
BRD-K09372874	merimepodib	inosine monophosphate dehydrogenase inhibitor	IMPDH1
BRD-K01612348	meropenem	bacterial cell wall synthesis inhibitor	
BRD-K00003293	mertansine	microtubule inhibitor	
BRD-K28849549	mesalazine	cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist	ALOX5|CHUK|IKBKB|MPO|PPARG|PTGS1|PTGS2
BRD-K49954789	mesna	antioxidant	
BRD-K01827307	mesoridazine	dopamine receptor antagonist	DRD2|HTR2A
BRD-K69688083	mestinon	cholinesterase inhibitor	ACHE|BCHE
BRD-K31920458	mestranol	estrogen receptor agonist	ESR1
BRD-K91336023	mesulergine	dopamine receptor agonist	HTR2A|HTR2B|HTR2C|HTR3A|HTR3B|HTR6|HTR7
BRD-K33442414	meta-cresyl-acetate		
BRD-K16474819	metacetamol	analgesic agent	
BRD-K22518984	metacresol		INS
BRD-K28580965	metafolin		
BRD-K76812510	metamizole	cyclooxygenase inhibitor|opioid receptor agonist	PTGS1
BRD-K95701999	metaphit	phencyclidine receptor acylator	
BRD-K01826731	metaproterenol	adrenergic receptor agonist	ADRB2
BRD-K96253961	metaraminol	adrenergic receptor agonist	ADRA1A
BRD-K27182532	metatinib	Bcr-Abl kinase inhibitor	ABL1|BCR
BRD-A94709349	metaxalone	muscle relaxant	
BRD-A78277353	metazosin	adrenergic receptor antagonist	ADRA1A
BRD-A38218502	metenkephalin	immunostimulant	OPRD1
BRD-K56699285	metergoline	dopamine receptor agonist|serotonin receptor antagonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7
BRD-K79602928	metformin	insulin sensitizer	ACACB|PRKAB1
BRD-A18056626	methacholine	acetylcholine receptor agonist	CHRM2|CHRM4
BRD-K00003351	methacycline	protein synthesis inhibitor	
BRD-K53896891	methanesulfonyl-fluoride	acetylcholinesterase inhibitor	ACHE
BRD-K09859624	methantheline	acetylcholine receptor antagonist	CHRM1|HRH2
BRD-K47323024	methapyrilene	histamine receptor antagonist	HRH1
BRD-K88143662	metharbital	GABA receptor modulator	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2
BRD-K00002562	methazolamide	carbonic anhydrase inhibitor	CA1|CA12|CA14|CA2|CA4|CA7
BRD-K30114692	methenamine	bacterial DNA inhibitor	
BRD-K02764365	methiazole	anthelmintic agent	
BRD-K34388247	methicillin	bacterial cell wall synthesis inhibitor	
BRD-K54416256	methimazole	antithyroid agent	TPO
BRD-A39515206	methionine		METAP2
BRD-K00004541	methiopril	angiotensin converting enzyme inhibitor	ACE
BRD-A31521121	methocarbamol	muscle relaxant	CA1
BRD-K34591242	methoprene-(s)		
BRD-K59456551	methotrexate	dihydrofolate reductase inhibitor	DHFR
BRD-A39189014	methoxamine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K63430059	methoxsalen	DNA synthesis inhibitor	CYP1A1|CYP1A2|CYP2A13|CYP2A6|CYP3A4
BRD-K79277568	methoxyamine	DNA repair enzyme inhibitor	APEX1
BRD-K06152156	methoxyflurane	membrane permeability inhibitor	ATP2C1|ATP5D|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GLRA1|GLRB|GRIA1|KCNA1|MT-ND1
BRD-A21474126	methoxyphenamine	adrenergic receptor agonist	
BRD-K48619321	methscopolamine	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3
BRD-A57592049	methsuximide	T-type calcium channel blocker	CACNA1G|CACNA1H|CACNA1I
BRD-A95340155	methyclothiazide	chloride reabsorption inhibitor	SLC12A1|SLC12A3
BRD-K01292611	methyl-aminolevulinate	oxidizing agent	FCGR1A|FECH
BRD-K10132944	methyl-nicotinate		
BRD-K10103010	methyl-salicylate		
BRD-K01827294	methyl-5-hydroxytryptamine		
BRD-K00004543	methylatropine-nitrate	acetylcholine receptor antagonist	CHRM1
BRD-K00003518	methylbenactyzium-bromide	cholinergic receptor antagonist	
BRD-K46531780	methylbenzethonium-chloride	other antibiotic	
BRD-K00003534	methylcobalamin	vitamin B	
BRD-K48578705	methyldopa	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C|DDC
BRD-K82259334	methyldopate		
BRD-K54770538	methylene-blue	guanylyl cyclase inhibitor|nitric oxide production inhibitor	ACHE
BRD-K34685430	methylergometrine	dopamine receptor antagonist|serotonin receptor antagonist	DRD1|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C
BRD-K43192255	methyllycaconitine	acetylcholine receptor antagonist	CHRNA7
BRD-K00003599	methylnaltrexone	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K78321730	methylparaben	other antifungal	
BRD-K35240538	methylprednisolone	glucocorticoid receptor agonist	NR3C1
BRD-K24452555	methylprednisolone-aceponate	anti-inflammatory agent|glucocorticoid receptor agonist	NR3C1
BRD-K00003673	methylprednisolone-sodium-succinate	glucocorticoid receptor agonist	
BRD-K11900042	methylthiouracil		
BRD-K35941380	methysergide	serotonin receptor antagonist	HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7
BRD-K58265391	meticrane	diuretic	
BRD-A99388803	metipranolol	adrenergic receptor antagonist	
BRD-K83766205	metirosine	tyrosine hydroxylase inhibitor	TH
BRD-K01826545	metitepine	anti-HCVE2	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7
BRD-K01826531	metixene	acetylcholine receptor antagonist	CHRM5
BRD-K75641298	metoclopramide	dopamine receptor antagonist|serotonin receptor antagonist	CHRM1|DRD2|HTR3A|HTR3B|HTR4
BRD-K16484091	metocurine	acetylcholine receptor antagonist	CHRM2|CHRNA2
BRD-A61793559	metolazone	carbonic anhydrase inhibitor	SLC12A3
BRD-K01826568	metoprolol	adrenergic receptor antagonist	ADRB1|ADRB2
BRD-A71725768	metoxibutropate	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-A22101059	metrifonate	acetylcholinesterase inhibitor	ACHE
BRD-A45543382	metrizamide	radiopaque medium	
BRD-K99241550	metrizoic-acid	radiopaque medium	
BRD-K52020312	metronidazole	DNA inhibitor	CYP2C9|CYP3A4
BRD-K46862739	metyrapone	cytochrome P450 inhibitor	CYP11B1
BRD-K94441233	mevastatin	HMGCR inhibitor	HMGCR
BRD-K18613660	mexeneone		
BRD-A64092382	mexiletine	sodium channel blocker	PLAU|SCN4A|SCN5A
BRD-K45114938	mezlocillin	bacterial cell wall synthesis inhibitor	
BRD-A63444178	ME0328	PARP inhibitor	PARP3
BRD-K34328244	MF-101	estrogen receptor agonist	CYP19A1|XDH
BRD-K60230970	MG-132	proteasome inhibitor	PSMB1
BRD-K03128577	MG-624	acetylcholine receptor antagonist	CHRNA7
BRD-K56277358	MGCD-265	VEGFR inhibitor	AXL|MET
BRD-K26726854	MI-14	PI4K inhibitor	PI4KB
BRD-A19661776	mianserin	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7
BRD-K42981054	mibampator	glutamate receptor modulator	GRIA1
BRD-K09549677	mibefradil	T-type calcium channel blocker	ANO1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4
BRD-K40407248	micafungin	fungal 1,3-beta-D-glucan synthase inhibitor	
BRD-K01826511	miconazole	bacterial cell wall synthesis inhibitor	TRPM2|TRPV5
BRD-K18552138	micronomicin	protein synthesis inhibitor	
BRD-K45163704	midafotel	glutamate receptor antagonist	GRIN2A|GRIN2B|GRIN2C|GRIN2D
BRD-K68822425	midecamycin	protein synthesis inhibitor	
BRD-A79981887	midodrine	adrenergic receptor agonist	
BRD-K13646352	midostaurin	FLT3 inhibitor|KIT inhibitor|PKC inhibitor	FLT3|PRKCG
BRD-K37270826	mifepristone	glucocorticoid receptor antagonist|progesterone receptor antagonist	AR|NR1I2|NR3C1|PGR
BRD-K00004244	mifobate	PPAR receptor antagonist	PPARG
BRD-K44779798	miglitol	glucosidase inhibitor	GAA|GANAB|GANC|MGAM
BRD-K33251802	miglustat	glycosyl transferase inhibitor	UGCG
BRD-K64338723	milacemide	monoamine oxidase inhibitor	MAOB
BRD-K00003406	milademetan	MDM inhibitor	
BRD-K00004287	milnacipran	serotoninânorepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4
BRD-K67080878	milrinone	phosphodiesterase inhibitor	PDE2A|PDE3A|PDE3B|PDE5A
BRD-K01824991	miltefosine	membrane integrity inhibitor	PLA2G1B
BRD-K67642028	mimosine	DNA replication inhibitor	CCL2|SHMT1|SHMT2|TYR
BRD-K02867583	minaprine	serotonin reuptake inhibitor	ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2B|HTR2C|MAOA|SLC6A4
BRD-A74347210	minerval	FAAH inhibitor	
BRD-K00003346	minocycline	bacterial 30S ribosomal subunit inhibitor	
BRD-K89337853	minodronic-acid	bone resorption inhibitor	FDPS|GGPS1
BRD-K06902185	minoxidil	KATP activator|Kir6 channel (KATP) activator|vasodilator	ABCC9|KCNJ1|KCNJ10|KCNJ11|KCNJ8|PTGS1
BRD-K30764557	miocamycin	other antibiotic	
BRD-K39706510	MIRA-1	apoptosis stimulant	
BRD-K47949423	mirabegron	adrenergic receptor agonist	ADRB1|ADRB2|ADRB3
BRD-K00003434	miridesap	amyloid protein inhibitor	
BRD-K55420858	mirin	MRE11A exonuclease inhibitor	MRE11A
BRD-M78068755	miriplatin	DNA synthesis inhibitor	
BRD-K82967685	mirodenafil	phosphodiesterase inhibitor	PDE5A
BRD-K00003484	mirogabalin-besylate	calcium channel antagonist	
BRD-A64977602	mirtazapine	adrenergic receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C
BRD-A16263897	misonidazole		
BRD-A72351335	misoprostol	prostanoid receptor agonist	PTGER2|PTGER3|PTGER4|PTGIR
BRD-K00003136	mitapivat	pyruvate kinase isozyme activator	
BRD-K52959329	mitiglinide	insulin secretagogue	ABCC8|KCNJ10|PPARG
BRD-K35882976	mitoflaxone	antitumor agent	VWF
BRD-K59670716	mitomycin-C	DNA alkylating agent|DNA synthesis inhibitor	
BRD-K00003362	mitoquinone	antioxidant	
BRD-A31204924	mitotane	antineoplastic agent	CYP11A1|CYP11B1|ESR1
BRD-K21680192	mitoxantrone	topoisomerase inhibitor	TOP2A
BRD-A48465967	mivacurium	acetylcholine receptor antagonist	CHRNA2
BRD-K00003356	mivebresib	bromodomain inhibitor	
BRD-K39576764	mivobulin	microtubule inhibitor	
BRD-K00003146	MIW-815	interferon inducer	
BRD-K21884483	mizolastine	histamine receptor antagonist	HRH1
BRD-K88061624	mizoribine	immunosuppressant|inosine monophosphate dehydrogenase inhibitor	IMPDH1
BRD-K71315565	MJ-15	cannabinoid receptor antagonist	CNR1
BRD-K91405252	MK-0354	niacin receptor agonist	HCAR2|HCAR3
BRD-K00003190	MK-0557	neuropeptide receptor antagonist	
BRD-K00004557	MK-0608	antiviral	
BRD-K18850819	MK-0752	gamma secretase inhibitor	
BRD-K38868394	MK-0773	androgen receptor modulator	AR
BRD-K14175878	MK-0812	CC chemokine receptor antagonist	CCR2
BRD-K16732600	MK-0893	glucagon receptor antagonist	GCGR
BRD-K00003304	MK-1064	orexin receptor antagonist	
BRD-K54256913	MK-1775	WEE1 kinase inhibitor	WEE1
BRD-K00004660	MK-1903	niacin receptor agonist	
BRD-K03128512	MK-2048	HIV integrase inhibitor	
BRD-K68065987	MK-2206	AKT inhibitor	AKT1|AKT2|AKT3
BRD-K43316319	MK-2295	TRPV antagonist	TRPV1
BRD-K56405753	MK-2461	FGFR inhibitor|VEGFR inhibitor	FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB
BRD-K27983781	MK-2894	prostaglandin inhibitor	PTGER4
BRD-K66911501	MK-3207	calcitonin antagonist	CALCA
BRD-K95828359	MK-3697	orexin receptor antagonist	HCRTR2
BRD-K00003482	MK-4074	acetyl-CoA carboxylase inhibitor	
BRD-K03886848	MK-5046	bombesin receptor agonist	BRS3|GRPR|NMBR
BRD-K53665955	MK-5108	Aurora kinase inhibitor	AURKA|AURKB|AURKC
BRD-A73679382	MK-571	leukotriene receptor antagonist	ABCC2|CYSLTR1
BRD-K03894385	MK-6096	orexin receptor antagonist	HCRTR1|HCRTR2
BRD-K00003199	MK-7246	CRTH receptor antagonist	
BRD-K00003194	MK-7622	cholinergic receptor agonist	
BRD-K55512740	MK-8033	c-Met inhibitor	MET
BRD-K29656036	MK-8245	stearoyl-CoA desaturase inhibitor	SCD
BRD-K00003397	MK-8617	hypoxia inducible factor prolyl hydroxylase inhibitor	
BRD-K25279140	MK-8745	Aurora kinase inhibitor	AURKA
BRD-K20168484	MK-886	lipoxygenase inhibitor	
BRD-K86677390	MK-8998	T-type calcium channel blocker	
BRD-K61695967	MKT-077	HSP inhibitor	
BRD-K90316462	MK2-IN-1	MAP kinase inhibitor	MAPKAPK2
BRD-K59317601	MLN0128	mTOR inhibitor	MTOR|PIK3CA|PIK3CD|PIK3CG
BRD-K73877023	MLN1117	PI3K inhibitor	PIK3CA
BRD-K43410529	MLN2480	RAF inhibitor	
BRD-K83963101	MLN8054	Aurora kinase inhibitor	AURKA
BRD-K15203492	MLN9708	proteasome inhibitor	
BRD-K69343602	ML10302	serotonin receptor partial agonist	HTR3A|HTR3B|HTR4
BRD-K89306950	ML130	NOD1 inhibitor	
BRD-K33743361	ML133	potassium channel blocker	
BRD-A28422330	ML141	GTPase inhibitor	CDC42
BRD-K59036917	ML161	protease-activated receptor inhibitor	
BRD-K64835161	ML167	CLK inhibitor|DYRK inhibitor	CLK4|DYRK1B
BRD-K77547509	ML179	liver receptor homolog inverse agonist	NR5A2
BRD-K27539181	ML193	G protein-coupled receptor antagonist	GPR55
BRD-K80021413	ML204	transient receptor potential channel antagonist	TRPC4|TRPC5
BRD-K00004301	ML213	potassium channel activator	KCNQ4
BRD-K92995792	ML218	T-type calcium channel blocker	CACNA1G|CACNA1H|CACNA1I
BRD-K44432556	ML228	hypoxia inducible factor activator	HIF1A
BRD-K60020910	ML277	potassium channel activator	KCNQ1
BRD-K48188942	ML281	serine/threonine kinase inhibitor	STK33
BRD-K51137250	ML297	inward rectifier potassium channel activator	KCNJ3
BRD-K24600306	ML298	phospholipase inhibitor	PLD2
BRD-K92606079	ML314	neurotensin agonist	NTSR1
BRD-K93942811	ML323	ubiquitin specific protease inhibitor	USP1
BRD-K25611237	ML324	histone lysine demethylase inhibitor	KDM4A
BRD-A29014990	ML3403	MAP kinase inhibitor	CYP3A4|MAPK11|MAPK12|MAPK14
BRD-K33892651	ML347	ALK tyrosine kinase receptor inhibitor	ACVR1|ACVRL1|BMPR1A
BRD-K81044214	ML348	lysophospholipase inhibitor	LYPLA1
BRD-K02160913	ML365	potassium channel blocker	KCNK3|KCNK9
BRD-K52644305	ML786	RAF inhibitor	BRAF|RAF1
BRD-K68402494	ML9	myosin light chain kinase inhibitor	TRPC6
BRD-K68474068	MM-102	WDR5/MLL interaction inhibitor	
BRD-K98353094	MM-11253	retinoid receptor antagonist	RARG
BRD-K00004622	MM-206	STAT inhibitor	
BRD-K56077740	MMPX	phosphodiesterase inhibitor	
BRD-K78973789	MMV-390048	PI4K inhibitor	
BRD-K50293352	MM77	serotonin receptor antagonist	HTR1A
BRD-K16183658	MN-64	tankyrase inhibitor	TNKS
BRD-K63151507	MNITMT	lymphocyte inhibitor	
BRD-K16485616	mocetinostat	HDAC inhibitor	HDAC1|HDAC11|HDAC2|HDAC3
BRD-K07237224	moclobemide	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K25317177	modaline		
BRD-K34441861	moexipril	angiotensin converting enzyme inhibitor	ACE|ACE2
BRD-K52598503	mofegiline	monoamine oxidase inhibitor	MAOA|MAOB
BRD-K49372556	mofezolac	cyclooxygenase inhibitor	PTGS1
BRD-A87673115	moguisteine	ATP-sensitive potassium channel inhibitor	
BRD-K01291782	molidustat	hypoxia inducible factor inhibitor	EGLN2
BRD-A65280694	molindone	dopamine receptor antagonist	DRD2|HRH1|HTR2A
BRD-K63861289	molsidomine	guanylate cyclase stimulant	GUCY1A3
BRD-K50265942	mometasone	glucocorticoid receptor agonist	NR3C1
BRD-K60640630	mometasone-furoate	glucocorticoid receptor agonist	NR3C1
BRD-A78377521	monastrol	kinesin inhibitor	KIF11
BRD-K55375480	monensin	bacterial permeability inducer	
BRD-K00004607	monepantel	mTOR inhibitor	
BRD-K54262262	monobenzone	melanin inhibitor	TYR
BRD-K65508953	monocrotaline	antitumor agent	
BRD-A48938994	monoctanoin		
BRD-K00004695	monomethyl-fumarate		
BRD-K79926543	monosodium-alpha-luminol		
BRD-A31454688	monostearin		
BRD-K69470111	montelukast	leukotriene receptor antagonist	ALOX5|CYSLTR1
BRD-A51747092	moprolol	adrenergic receptor antagonist	
BRD-K21548250	moracizine	sodium channel blocker	SCN5A
BRD-K71454870	morantel	acetylcholine receptor agonist	
BRD-K11590034	morin	cytochrome P450 inhibitor	ADORA2A|ESR2|FASN|MCL1|SLC22A12
BRD-A40546373	morinidazole	other antibiotic	CYP51A1
BRD-K38938675	morniflumate	anti-inflammatory agent	
BRD-K88786763	moroxydine	antiviral	
BRD-K00003491	morphothiadin	antiinfective drug	
BRD-A39052811	mosapride	serotonin receptor agonist	HTR4
BRD-K00004657	motapizone	phosphodiesterase inhibitor	
BRD-K99616396	motesanib	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	FLT1|FLT4|KDR|KIT
BRD-K11785681	motolimod	toll-like receptor agonist	TLR8
BRD-A08899266	moxalactam	bacterial cell wall synthesis inhibitor	
BRD-K12742203	moxaverine	phosphodiesterase inhibitor	
BRD-K00003660	moxidectin	chloride channel antagonist	
BRD-K66615216	moxifloxacin	bacterial DNA gyrase inhibitor	TOP2A
BRD-K81144366	moxisylyte	adrenergic receptor antagonist	
BRD-K77771411	moxonidine	imidazoline receptor agonist	ADRA2A|ADRA2B|ADRA2C
BRD-A31095847	mozavaptan	vasopressin receptor antagonist	AVPR1A|AVPR1B|AVPR2
BRD-K60690191	MPEP	glutamate receptor antagonist	GRM1|GRM4|GRM5
BRD-K45551181	MPI-0479605	mitotic kinase inhibitor	TTK
BRD-K18530250	Mps-BAY-2a	monopolar spindle 1 kinase inhibitor	TTK
BRD-K94853001	Mps1-IN-1	monopolar spindle 1 kinase inhibitor	TTK
BRD-K43812936	Mps1-IN-5	protein kinase inhibitor	
BRD-A30590053	MR-16728	acetylcholine release enhancer	
BRD-K84883208	MR-948	thromboxane synthase inhibitor	TBXAS1
BRD-K44022883	MRK-016	GABA receptor inverse agonist	GABRA1|GABRA2|GABRA3|GABRA5
BRD-K57416838	MRK-409	benzodiazepine receptor agonist	
BRD-K68795758	MRK-560	gamma secretase inhibitor	APP
BRD-K37618799	MRS-1220	adenosine receptor antagonist	ADORA2B|ADORA3
BRD-A06784547	MRS-1334	adenosine receptor antagonist	ADORA3
BRD-A78093359	MRS-1845	calcium channel blocker	
BRD-K91135178	MRS-2578	purinergic receptor antagonist	P2RY6
BRD-K10575656	MRS-3777	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K00003417	MRX-2843	MER tyrosine kinase inhibitor	
BRD-K00004683	MS-424	glutamate transporter modulator	
BRD-K00003381	MSDC-0160	insulin sensitizer	
BRD-K00004703	MSDC-0602K	mitochondrial pyruvate carrier modulator	
BRD-K25143390	MSX-122	CC chemokine receptor antagonist	CXCR4
BRD-A28329383	MTPG	glutamate receptor antagonist	GRM2|GRM3
BRD-K19061412	mubritinib	protein tyrosine kinase inhibitor	EGFR|ERBB2
BRD-K15262564	mupirocin	isoleucyl-tRNA synthetase inhibitor	
BRD-K60441002	muscimol	benzodiazepine receptor agonist	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRR1|GABRR2|GABRR3
BRD-K72078047	MUT056399	FABI inhibitor	
BRD-K90524085	MY-5445	phosphodiesterase inhibitor|platelet aggregation inhibitor	PDE5A
BRD-K92428153	mycophenolate-mofetil	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2
BRD-K63750851	mycophenolic-acid	dehydrogenase inhibitor|inositol monophosphatase inhibitor	IMPDH1|IMPDH2
BRD-K43149758	myricetin	androgen receptor agonist|cytochrome P450 inhibitor	PIK3CG
BRD-K48388905	myricitrin	PKC inhibitor	NOS1|PRKCA
BRD-K88153212	myristyl-nicotinate	topical sunscreen agent	
BRD-K90410034	M8-B	transient receptor potential channel antagonist	TRPM8
BRD-K77817104	N-(p-amylcinnamoyl)-anthranilic-acid	phospholipase inhibitor	
BRD-K57027742	N-(2-chlorophenyl)-2-({(2E)-2-[1-(2-pyridinyl)ethylidene]hydrazino}carbothioyl)hydrazinecarbothioamide		
BRD-K78844995	N-[2-(piperidinylamino)ethyl]-4-iodobenzamide	sigma receptor ligand	
BRD-K80653534	N-acetyl-D-glucosamine		B4GALT1|B4GALT2|B4GALT3|B4GALT4|NAGK|NAGLU|NAGPA|RENBP
BRD-A24857382	N-acetyl-tyrosine		
BRD-K52523550	N-acetylcarnosine		
BRD-K28121004	N-acetylglycyl-D-glutamic-acid	glutamate receptor agonist	
BRD-A92872453	N-acetylmannosamine		
BRD-K73700643	N-acetyltryptamine	melatonin receptor agonist	
BRD-K75390981	N-alpha-methylhistamine-dihydrochloride	histamine receptor agonist	HRH4
BRD-K00004214	N-benzylnaltrindole	opioid receptor antagonist	
BRD-K64191834	N-cyclohexyl-2-benzothiazolesulfenamide		
BRD-K28030264	N-hydroxynicotinamide		
BRD-K82236108	N-methyl-(-)ephedrine-[1R,2S]		
BRD-K33445938	N-methylformamide		
BRD-K60060639	N-methyllidocaine-iodide	antiarrhythmic medication	
BRD-K52732207	N-methylpyrrolidone		
BRD-K62056274	N-methylquipazine	serotonin receptor agonist	
BRD-K93806173	N-MPPP	opioid receptor agonist	
BRD-K97360717	N-oxydiethylenebenzothiazole-2-sulfenamide		
BRD-K39693230	N-salicoylaminophenol	ribonucleotide reductase inhibitor	
BRD-K36804890	NAB-2	ubiquitin ligase transport promoter	NEDD4
BRD-K65146499	nabumetone	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K01824972	nadide	free radical scavenger	AHCY|AKR1A1|ALDH2|BLVRA|DHPS|DLD|GALE|HMGCR|HSD17B1|HSD17B4|IMPDH2|MGAM|P2RY11|SORD|TRPM2
BRD-A24397426	nadifloxacin	bacterial DNA gyrase inhibitor	
BRD-A87606379	nadolol	adrenergic receptor antagonist	ADRB1|ADRB2|ADRB3
BRD-M06409173	NADPH		DRD2|DRD3|DRD4|GHSR|HTR2A|HTR2C
BRD-A71262238	nafadotride	dopamine receptor antagonist	DRD2|DRD3|HTR1A
BRD-K06674495	nafamostat	serine protease inhibitor	ASIC1|ASIC2|ASIC3|C1R|PRSS1|TPSAB1|TRPM7
BRD-K18574842	nafcillin	bacterial cell wall synthesis inhibitor	CYP1A2|CYP3A4|SLC22A6
BRD-A67862938	naftidrofuryl	adrenergic receptor antagonist	
BRD-K74141488	naftifine	fungal squalene epoxidase inhibitor	
BRD-K01826561	naftopidil	adrenergic receptor antagonist	ADRA1A
BRD-K66404838	nalbuphine	opioid receptor agonist|opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K89272869	nalfurafine	opioid receptor agonist	OPRK1|OPRM1
BRD-K47886988	nalidixic-acid	bacterial DNA gyrase inhibitor	
BRD-K68407436	nalmefene	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K41458421	naloxegol	opioid receptor antagonist	OPRM1
BRD-K67511046	naloxone	opioid receptor antagonist	CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4
BRD-K70898774	naloxone-benzoylhydrazone	opioid receptor antagonist	OPRK1|OPRM1
BRD-K88172511	naltrexone	opioid receptor antagonist	OPRD1|OPRK1|OPRM1|SIGMAR1
BRD-K81275354	naltriben	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K34088084	naltrindole	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
BRD-K18280217	Nampt-IN-1		
BRD-K69195780	NAN-190	serotonin receptor agonist	ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1F
BRD-A73871920	nanchangmycin	other antibiotic	
BRD-K22064724	napabucasin	STAT inhibitor	STAT3
BRD-K00004563	napamezole	adrenergic receptor antagonist|monoamine reuptake inhibitor	
BRD-K77641333	naphazoline	adrenergic receptor agonist	ADRA1A|ADRA2A
BRD-K13664493	naphthoquine-phosphate	antimalarial agent	
BRD-K91234829	napirimus	immunosuppressant	
BRD-K59197931	naproxen	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K64114733	naquotinib	EGFR inhibitor	
BRD-A25608658	narasin	antiprotozoal agent	
BRD-K61337602	naratriptan	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F
BRD-K08832567	naringenin	aromatase inhibitor|TRPV antagonist	CYP19A1|CYP1B1|ESR2|GLO1|HSD17B1
BRD-K87122641	naringeninic-acid		HCAR2|PTGR1
BRD-K02953697	naringin	cytochrome P450 inhibitor	SLCO1A2
BRD-K72522627	naringin-dihydrochalcone	cytochrome P450 inhibitor	
BRD-K38287497	narlaprevir	HCV inhibitor	
BRD-K00004235	NAS-181	serotonin receptor antagonist	HTR1B
BRD-K17295893	nastorazepide	CCK receptor antagonist	CCKBR
BRD-K90563805	natamycin	fungal ergosterol inhibitor	
BRD-K44353683	nateglinide	insulin secretagogue	ABCC8|KCNJ10|KCNJ11|PPARG
BRD-A84202322	NAV-26	voltage-gated sodium channel blocker	SCN9A
BRD-K82850175	navarixin	CC chemokine receptor antagonist	CXCR1|CXCR2
BRD-K82746043	navitoclax	BCL inhibitor	BCL2|BCL2L1|BCL2L2
BRD-K00004670	naxagolide	dopamine receptor agonist	
BRD-K00004647	NB-001	antiviral	
BRD-K61177364	NBI-27914	corticotropin releasing factor receptor antagonist	CRHR1
BRD-A86523169	NBI-74330-(+/-)	CC chemokine receptor antagonist	CXCR3
BRD-K15241725	NBI-98782	vesicular monoamine transporter inhibitor	
BRD-K11796549	NBQX	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIN1|GRIN2A|GRIN2B
BRD-K01826782	NCS-382	GABA receptor antagonist	GABBR1|GABBR2|SLC52A2
BRD-K00004749	NCX-1015	interleukin sythesis stimulator	
BRD-K00004664	NDD-094		
BRD-K17539220	NDT-9513727	complement antagonist	C5AR1
BRD-K11443721	NE-100	sigma receptor antagonist	SIGMAR1
BRD-K00003617	nebivolol	adrenergic receptor antagonist	ADRB1
BRD-A51355958	nebracetam	acetylcholine receptor agonist	CHRM1
BRD-K14395568	NECA	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K01825019	necrostatin-1	RIPK inhibitor	RIPK1
